,Date,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018,
ROP US  EQUITY,HISTORICAL_MARKET_CAP,402.489,511.3183,541.5025,593.0419,704.2425,560.698,640.5522,619.6037,625.0605,864.472,827.11,926.4533,968.874,717.5538,540.4847,677.2689,861.2415,1060.71,934.9567,1021.0048,960.813,843.9161,1070.965,1174.0865,1290.366,1168.1646,1309.2696,1559.688,1438.6132,931.8592,1210.882,1136.442,963.7074,1378.9672,1775.4289,1775.8895,2105.6983,2135.0413,2577.6203,2790.3905,3054.0958,3370.9766,3396.2796,4223.3185,4067.3487,3901.0328,4410.017,4844.8185,5057.6106,5807.5891,5551.8634,5314.2859,5903.5224,5109.9951,3894.7886,3843.587,4115.2484,4641.9836,4902.7747,5435.1259,5270.2541,6170.6244,7267.5758,8291.273,8002.8474,6648.2481,8398.4179,9661.304,9642.0003,10807.8552,10992.3739,12606.0214,12320.5478,13195.2586,13772.5882,13322.5979,14606.0169,14937.0212,15654.7001,17289.6481,17360.8377,15796.1731,19144.1173,18496.4826,17284.6159,18508.6987,18614.1098,21068.5815,23666.9186,24914.9556,26545.687,28956.0758,28514.0235,30637.2533,27558.168,
ROST US  EQUITY,HISTORICAL_MARKET_CAP,239.4503,302.3668,380.5313,495.0951,863.226,752.4,1055.054,1011.306,1310.6793,1523.3361,1780.6945,1557.3025,2212.4701,1974.9185,1497.665,1826.875,2097.5522,2176.8863,1826.1994,1142.9653,1721.5653,1273.3751,1058.2062,1746.4293,1739.4345,1881.6236,2529.5311,2807.028,3209.1458,2667.1149,3416.8531,3022.9238,2905.8877,3458.2729,3787.9609,4211.1426,4562.7311,3414.5554,3856.1598,4089.7364,3934.2831,3871.8153,3740.6341,4222.4816,4377.6156,3514.9568,4142.1492,4543.0056,4608.2806,3781.6679,3497.9775,4008.1294,4544.9312,4965.3051,4229.4505,3746.5193,4811.3892,5512.9989,5451.6541,5646.129,6837.3012,6343.2733,7024.797,7728.404,8618.5102,8758.922,10011.045,11590.4818,14035.465,15061.3958,13547.4505,13117.449,14367.9928,14935.9821,16683.8771,14493.3522,14468.7744,13574.0129,16829.0223,19027.0737,20917.5166,21693.1324,20485.155,22635.5921,22684.1663,24520.5297,24545.8213,25602.3697,25313.015,21175.595,24407.1293,30020.1914,30434.0461,33292.9454,37116.9317,37116.9317
RCL US  EQUITY,HISTORICAL_MARKET_CAP,1394.8,1537.45,1395.57,1552.6875,1815.45,1696.0125,1488.3564,1942.85,2225.5188,3194.6249,4313.3543,5763.2197,6706.2228,4484.8124,6237.8671,6593.2619,7408.6689,7647.3901,8916.8341,5109.0759,3532.5936,4942.569,5070.121,4419.9068,4249.9178,2058.2716,3107.7217,4326.849,3742.869,3056.3213,3214.1988,2894.0713,4466.1075,5486.4886,6803.1846,8720.2461,8613.1518,8662.4477,10923.7444,8993.1717,9928.7553,9041.1789,9478.8873,8875.8761,7936.4122,8157.8155,8752.0332,8927.1934,9125.1591,8288.0047,9017.7728,6998.6277,4780.744,4415.6737,2926.3077,1712.1614,2894.8002,5150.8395,5408.645,7090.1531,4942.3989,6785.6471,10147.4433,8953.1722,8170.0436,4700.6814,5376.5138,6411.0293,5671.8856,6588.0743,7438.2285,7288.3703,7321.8374,8418.3323,10454.8596,12116.3014,12361.5842,14982.6964,18076.6794,17997.8245,17305.8805,19598.6751,22063.0913,17731.7828,14454.3074,16082.0215,17605.3122,21099.5728,23495.0049,25376.4492,25446.9081,24929.1133,21806.3256,27154.6068,20439.7644,
SPGI US  EQUITY,HISTORICAL_MARKET_CAP,3788.5146,4089.5439,4362.5229,4359.6213,4547.5501,4241.1875,4590.8673,5112.5,5816.5563,6701.0625,7333.5478,7568.2188,8092.9502,7798.2001,10040.3925,10780.1002,10614.9002,9486.3378,12060.5671,8849.75,10513.7998,12420.1121,11389.9583,11643.6798,12879.4048,11250.0602,11782.4338,13260.9752,11551.95,11864.436,11594.3861,10601.0128,11854.3998,11904.1084,13312.5027,14504.67,14548.3,15133.1305,17375.524,16341.925,16540.65,18010.196,19242.4034,20616.436,17675.937,20554.2267,24076.2791,21580.416,23072.312,16749.39,14122.9266,11872.035,12742.112,9941.345,7291.0619,7192.615,9478.628,7916.586,10567.0682,11247.575,8698.074,10149.42,11214.28,12005.18,12627.483,12029.4,12411.72,13557.059,12609,15159.643,15252.93,14275.128,14637.888,17761.772,21192.2,20768.86,22492.827,22928.175,24202.56,28300.58,27372.625,23380.95,26222.28,26190.108,28305.914,32791.696,27852.86,33704.772,37519.43,39859.05,43027.6,48013.378,51257.946,49023.351,42315.06,
CRM US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1338.729,2079.4878,1438.3742,1529.58,2533.98,2706.417,4536.5823,3908.075,2886.11,4428.77,5020.1813,4851,4538.848,6657.297,6193.1232,8014.273,7718.59,3777.12,3269.0401,5287.035,5374.16,7088.075,8080.5381,11016.72,12853.605,15251.598,17165.4369,18558.54,19608.205,18111.12,16005.868,21490.74,17286.04,20729.16,25200.9775,24254.9,26075,32176.08,36931.9558,31713.1,33580.75,40377.69,36726.1442,47769.92,48378,51599.44,45663.4277,51354.5,56033,52363.972,55960.086,61334.664,65257.96,73920.182,83154.3,88794.561,103781.405,104988.6,116257.05
SBAC US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,278.0119,312.6118,728.9944,1724.2953,2060.207,1929.6783,1920.4422,743.1959,1174.898,639.6513,644.7342,165.7365,71.1478,55.61,20.9177,67.493,153.9802,170.1486,206.8602,219.3325,253.4943,419.755,602.2998,599.7577,1002.483,1316.4409,1532.5085,2009.0228,2696.4456,2542.5336,2912.093,3036.5876,3482.6448,3722.04,3667.5792,3237.4499,3813.8191,2941.8071,1918.008,2766.1061,2862.4192,3156.3201,3999.5211,4224.6627,3897.2399,4631.5178,4701.2221,4496.5376,4256.2373,3770.6294,4711.638,5892.6389,6931.2897,7661.7861,9009.7043,9165.6,9471.3501,10309.903,11538.3309,11714.5565,13207.3392,14316.7464,14302.8818,15156.0188,14742.3732,13212.2178,13211.817,12572.537,13445.654,13941.1515,12494.873,14595.5847,16320.3369,17059.5534,19022.6186,19907.3942,18961.0598,18351.0137,18851.4429,
SCG US  EQUITY,HISTORICAL_MARKET_CAP,2183.2182,2480.616,2966.237,2878.7275,2952.3937,2770.9237,2840.1813,2707.4617,2657.5429,2689.7325,3212.9224,3204.278,3150.1378,3476.1687,3340.2292,2246.2394,2421.0096,2505.1719,2783.5243,2572.406,2526.587,3235.5596,3096.0511,2843.3651,2974.2751,2657.9966,2914.608,3204.7687,3233.0769,2725.0485,3431.3278,3316.243,3802.4403,3793.1326,3792.708,3927.9152,4059.1103,4194.4769,4452.2,4338.1557,4870.7668,4835.7802,4528.7,4531.5295,4475.524,4691.1988,4738.9296,5036.4252,4467.1003,4519.5995,4931.55,4267.6032,4328.3072,4574.9803,4200.8,3763.103,3978.1446,4297.3282,4634.64,4676.3824,4527.9556,5129.6176,5156.2,5056.2236,5079.5095,5244.4061,5857.8,5965.4327,6281.3579,6361.6312,6024.48,7121.472,6873.2754,6454.808,6617.13,7251.516,7630.258,7054.542,8619.08,7858.071,7237.885,8039.554,8644.021,10024.435,10819.38,10348.91,10471.712,9338.515,9575.729,6934.07,5688.54,5369.65,5508.36,5561.27,5561.27,
SLB US  EQUITY,HISTORICAL_MARKET_CAP,15026.9195,15882.464,16837.3065,19357.2981,20638.3858,20811.3355,24622.8832,26474.8775,30940.2504,41902.4757,40091.8989,37784.1754,34099.5515,27772.5613,25326.9585,32924.007,34874.9566,34262.1542,31762.8774,43533.0135,42537.5933,47128.1865,45782.2047,33024.7004,30214.8873,26310.404,31645.1555,33945.0808,26850.7781,22332.2221,24503.6616,22132.3108,27714.948,28335.4896,32063.0746,37618.1852,37502.7926,39628.2913,39400.1863,41525.019,44675.6177,49707.2749,57202.1249,149336.2373,77092.6259,73084.6953,74395.7509,81438.7933,101253.7982,125566.0838,117612.7778,103798.5644,128872.7349,93408.7638,50542.02,48598.0441,64823.78,71520,77782.55,75707.78,66020.62,84036.04,113643.5,126553.82,116553.6,80157.66,91125.54,93286.62,86135.57,96054.24,92028.5674,99528.81,94806.18,116370.12,117773.77,126945,152863.2,130875.03,108897.75,105968.8,109030.35,86971.17,87606,92335,110000.28,109388.24,116774.45,108480.9,91188.4,96617.6,93267.76,89720.3,92769.52,84374.2,49898.64,
STX US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4342.9336,4471.2,7978.6565,12484.5617,8737.6206,7378.7507,6530.8593,6449.8693,8095.1744,9204.5126,8271.886,7615.9683,9655.17,12988.4665,13039.4617,13230.57,14707.5,12651.9,11646.1422,13557.4,13622.95,10028.2,9450.2824,5333.84,2479.04,3304.43,5068.1302,7156.8,9076.81,8855.79,6193.0712,5517.68,6808.59,6364.44,6946.6456,4315.5,7626,11671.515,9793.8937,11950.56,10722.1,13086.69,16113.5623,15620.09,18256.48,17903.92,18586.6182,18338.16,21720.58,16679.1,15188.7026,12910.82,10860.8244,10039.62,7011.9435,11526.45,11260.15,13641.21,11307.233,9586.13,11924.4,16795.24,16216.5104,13542.1,10853.05,
SEE US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5537.5882,3060.2461,2661.8495,4254.0678,4106.5168,5428.5454,4285.62,4331.525,4543.6751,4382.6876,3785.7055,2551.203,2788.0545,3116.5585,3055.1253,3419.7771,3949.3529,3380.143,1417.7297,3134.7293,3387.0924,4031.0351,4011.7162,4606.5019,4208.8985,4476.1183,3873.2674,4454.662,4347.4885,4132.0509,3903.8514,4575.1395,4718.138,4242.7635,4365.7078,5236.7736,5103.8931,4826.729,4128.5896,3740.0495,4054.4811,3008.5576,3470.6239,2358.765,2188.698,2928.0866,3118.4509,3474.3885,3361.3671,3145.857,3588.0775,4054.3252,4269.7118,3811.4092,2677.132,3305.3902,3747.1477,2997.2221,3005.7667,3406.7048,4721.3213,4690.5578,5333.2713,6680.5648,7096.6668,7243.8794,7390.5007,8932.8683,9595.9525,10734.9076,9265.9077,8742.1931,9465.5113,9043.2006,8857.3506,8772.4912,8534.0295,8505.6347,7706.4446,8311.7592,6915.5809,6787.6642,6300.9972,5422.9983,
SRE US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6672.7193,6255.3651,6012.7758,4607.3025,5437.7378,5002.3052,4124.9657,3421.4722,3470.4089,4260.3438,4694.826,4794.7022,5654.9099,5128.101,5019.8612,5158.6925,4545.9889,4024.9684,4848.25,5166.0885,5940.0487,6224.32,6823.62,7314,7953.33,8432.27,8583.12,9521.76,10575.36,12098.6226,11523.88,12033.14,11824.8,13174.2181,14682.48,16045.63,15636.72,15169.32,16150.68,13906.08,13886.7,12466.09,10359.09,11282.56,12159.35,12253.26,13827.06,12325.3,11603.92,13019.6,12595.2,12786.5,12691.2,12360,13200,14450.36,16668.96,15606.58,17167.48,19505.36,19949.44,20886.4,21901.44,23706.2,25758.66,25923.48,27394.56,26927.94,24339.24,23986.56,23342.5025,25908.45,28505,26797.5,25160,27735.5,28300.25,28646.63,26836.92,29362.08,31581.92,31167.5,29644.06,
SHW US  EQUITY,HISTORICAL_MARKET_CAP,3036.5681,2978.7101,3482.2913,3798.4556,3988.4911,3980.2273,4811.296,2326.536,5323.5909,5087.0943,4798.1692,6188.0624,5724.1708,3740.9689,5024.0945,4782.7126,4696.8539,3484.3388,3478.944,3622.9245,3445.9773,3436.9719,4198.3698,4040.8478,3470.7479,3434.0787,4234.3949,4335.1687,4538.7948,3556.5466,4206.7076,3881.219,3924.9906,4269.9792,4981.949,5494.8368,5915.1829,6213.6148,6282.8826,6118.3079,6537.3948,6033.4484,6138.0307,6717.0597,6446.1841,7520.4183,8492.0809,8709.9752,8695.3095,8254.1322,7128.1385,6078.7006,5395.0062,6682.1354,6992.8482,6085.2764,6275.9458,6818.5787,6746.783,7426.8727,7527.2011,8110.2207,8962.986,8941.8795,8913.6002,7711.4931,9271.0675,11223.1246,13583.3829,15353.671,15885.0017,17423.4561,18133.8404,18460.8512,18373.7412,19644.3749,20233.3056,21022.5348,24910.9857,26511.5009,25634.7916,20740.9327,23947.1979,26330.5838,27082.7487,25703.8556,24996.322,28887.4686,32783.2329,33481.7225,38496.0498,36681.1356,38059.3031,42619.6358,36637.7212,
SPG US  EQUITY,HISTORICAL_MARKET_CAP,1352.6798,1396.6147,1344.525,1280.2,1356.32,2379.2265,2903.9561,2950.4034,3100.0452,3420.7748,3583.8248,3756.6772,3590.4094,4961.6457,4753.0883,4752.222,4402.0694,3964.3407,3972.8248,4048.3536,3854.7607,4029.7198,4127.0703,4468.1298,5239.0558,4721.4199,5167.678,5811.1377,6500.7864,6771.3611,6529.1099,6770.5799,7380.3781,8336.8537,9457.0675,12161.0714,10702.7388,11051.6961,14403.4544,13549.685,16280.3026,16650.3801,17255.3316,18951.7156,18707.0323,20450.1599,22871.0355,25310.1894,21167.6558,22300.6289,19371.7154,21288.5271,20469.7161,21902.7945,12289.5876,8840.7515,14455.533,19670.1439,22802.6904,24253.4764,23645.215,27163.7315,29146.7894,31429.5225,34124.4463,32310.734,37888.7934,44155.1648,47216.3131,46962.3033,48992.6955,49161.1904,49007.9652,46000.7025,47262.1993,50947.9999,51674.0042,51098.7888,56597.5863,60896.6231,53535.3293,56846.275,60163.8192,64262.8167,68156.9208,65050.2014,55624.0352,53708.1101,50281.9637,50051.7296,53439.8206,47801.8863,52625.7575,54669.482,51911.9338,
SWKS US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,762.3924,656.2996,1224.0196,915.8749,972.6487,1462.2634,1339.056,1776.3184,1278.3169,1558.5598,1478.6806,983.6875,1184.0167,1113.5475,810.7861,1086.4679,884.5313,839.0102,1154.1816,917.4642,1177.1466,1456.353,1401.473,1151.5757,1576.2528,1236.9722,926.9617,1475.564,1705.89,2056.4985,2484.5271,2735.7354,2956.5786,3722.4309,5295.5766,5847.9388,4363.4498,3347.4926,3048.0137,5240.4215,5201.4821,4530.588,3815.4292,4208.9775,4108.753,4654.283,5255.295,6996.436,8714.552,10453.3,13989.456,18433.41,20026.35,15996.618,14720.628,14869.836,11737.5,14078.286,13797.168,18077.31,17626.015,18657.89,17318.88,18257.346,17368.005,16091.954,11703.002,
SLG US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,318.0555,318.8318,314.2142,535.32,502.992,570.4687,500.7855,544.0427,496.182,526.002,575.6762,651.5969,687.9802,686.448,678.1522,753.4763,943.8664,920.6244,1009.4112,1080.4445,933.7582,961.3352,945.4958,1087.626,1295.4824,1478.4568,1838.8827,1810.7856,2100.7401,2475.0418,2339.9888,2698.035,2859.6056,3243.2138,4377.9995,4731.9502,5112.9558,6617.7552,8118.5868,7423.8605,7004.9155,5491.6161,4921.1139,4996.0398,3696.4512,1477.4396,654.6852,1839.3292,3369.4778,3894.3536,4462.7075,4304.6234,4955.6992,5286.5056,6085.56,6985.6924,4983.8039,5716.5791,6890.7052,7216.6251,7235.3654,6994.3125,7883.8011,8096.9885,8192.2918,8775.4533,9590.9978,10458.1737,9721.1474,11583.6215,12778.0465,10943.9451,10779.1174,11295.2885,9695.8473,10664.4611,10838.5384,10815.4431,10744.7371,10407.2286,9873.2287,9366.6068,8630.942,8617.9343,8347.9828,6617.7307,
SNA US  EQUITY,HISTORICAL_MARKET_CAP,1560.1525,1536.112,1833.7109,1900.2005,1933.9897,1956.3482,2211.0544,2389.7756,2399.67,2701.3281,2564.3655,2718.0886,2189.8028,1814.4865,2045.0603,1683.9034,2101.2656,1861.4766,1555.1547,1555.1547,1533.6971,1563.3008,1371.0076,1611.8161,1682.6118,1401.1834,1293.1526,1965.9042,1978.339,1732.4709,1367.2142,1614.6623,1460.2972,1696.7324,1596.4132,1849.9332,1932.6321,1941.7348,1657.4886,1984.3442,1818.8753,1981.1908,2092.1987,2176.9057,2214.4478,2344.4448,2634.0978,2790.6711,2787.4984,2925.8993,2851.9542,2764.0645,2816.7323,3475.8565,3158.1281,2360.8638,1621.511,1609.0497,1932.8022,2440.3058,2524.5763,2344.5463,2712.1164,3291.9118,3554.1201,3702.1655,2582.9503,2947.3471,3542.5834,3620.4815,4184.5195,4505.4259,4818.6912,5198.9006,5798.4228,6292.1951,6534.1802,6895.1444,7074.4665,7920.2817,8585.5187,9342.4148,8786.5404,9957.6909,9258.0474,9176.7732,8817.4214,9925.072,9774.2696,9098.3444,8494.5639,9881.1104,8350.0534,9064.6977,10313.7265,8021.8552
SO US  EQUITY,HISTORICAL_MARKET_CAP,14896.626,15645.6887,16487.4971,16003.4122,16588.6063,15157.1475,15317.9397,14388.6393,14981.4871,15558.919,17931.375,19296.7207,19320.2814,20599.5087,20278.2725,16286.7186,18272.0415,17372.495,15651,14107.5676,15120.9817,21114.8106,22676.5,24001.7355,16015.3208,16647.4915,17719.65,18634.3375,19402.0989,20507.7732,20352.791,20504.0171,22673.8949,21465.237,22227.7,22492.6215,21517.947,22175.8163,24865.136,23691.6666,25891.9597,26515.8627,25607.448,24316.9274,23790.2712,25594.8283,27512.304,27553.7856,25937.9007,27553.8909,29589.5,27320.4301,26894.9404,29193.9338,28771.2,23958.1193,24804.9692,25342.6943,27305.74,27341.6026,27645.8855,31232.1145,32240.8882,32374.445,34625.85,36501.755,40063.995,39021.705,40484.72,40278.051,37159.08,40815.708,38569.62,36316.642,36476.903,39137.358,40665.018,39298.095,44606.613,40237.236,38074.53,40618.89,42653.764,47519.178,50476.556,50284.26,48707.938,49486.298,47836.908,49095.774,48046.719,44615.34,46263.69,43556.4,43876.08,
LUV US  EQUITY,HISTORICAL_MARKET_CAP,3432.9384,3616.2917,3321.1999,4305.0333,4220.6785,3317.607,3192.464,3221.0237,3777.8278,4675.4878,5447.2224,6596.9903,6617.536,6811.2897,7539.1287,10150.9925,10458.6225,7661.1217,8053.2442,10327.7661,9441.6126,12169.911,16904.5519,13519.1633,14115.303,11334.9552,14169.9835,14932.1048,12490.3226,10116.8898,10795.6157,11184.9609,13466.4304,13933.2807,12740.7707,11228.4862,13251.3521,10637.22,12779.5198,11174.8677,10966.6791,11771.9771,13170.9722,14438.196,12868.0823,13191.9406,12000.3003,11478.2436,11142.4793,10863.7621,8964.5299,9073.7968,9570.4725,10733.3973,6378.736,4689.3498,4989.9411,7122.6231,8490.1003,9841.5947,8288.06,9764.5438,9701.6969,9446.718,9181.6568,6259.3201,6613.1191,6325.7237,6851.1102,6472.0797,7478.4716,9736.5634,9103.0972,10144.2511,13196.9431,16334.4171,18402.8654,22921.1971,28591.1416,29605.5405,21818.075,24739.5083,27885.7256,28613.1688,24319.3227,23940.596,30659.6132,32506.6658,37194.8539,33217.8412,36167.8898,33211.1289,29500.3766,35116.0467,25685.0041,
SWK US  EQUITY,HISTORICAL_MARKET_CAP,1676.2717,1922.9005,2285.5701,2443.32,2643.1388,2422.3342,2395.413,3457.1926,3693.583,3805.091,4189.6838,4947.8682,3634.1448,2497.6406,2463.4231,2285.0808,2872.969,2196.5016,2679.4681,2311.3204,2048.5087,1982.4756,2656.8007,2812.8756,3548.3249,3119.6521,3938.3367,3943.4138,3511.7273,2830.6906,3007.0961,2100.7908,2342.2524,2357.0503,3077.96,3514.6034,3644.7146,3510.0342,4037.122,3709.9019,3882.1694,3902.9648,4025.3258,4116.4583,3821.054,4053.0222,4115.8154,4615.9912,4982.8197,4612.7887,3889.5295,3693.3879,3525.854,3522.132,2797.7329,2557.3214,2574.2912,3294.8378,4145.4539,9265.732,8213.7742,10295.768,11123.6526,12890.8843,12403.0418,8293.1096,11427.5746,13151.8172,10820.9494,12869.8996,11526.1431,13110.3514,12374.032,14061.1435,12595.3724,12592.5489,13758.4429,14134.726,15087.1857,14697.7251,16505.3323,14592.3267,16430.4742,16008.4368,16895.8428,18531.6919,17497.0797,20325.5511,21553.1526,23151.5052,26138.7135,23640.2486,20321.2319,22121.2402,17979.2701,
SBUX US  EQUITY,HISTORICAL_MARKET_CAP,845.4,1258.7737,1343.7671,1495.284,1664.3726,2180.5893,2550.574,2378.512,2445.8437,3077.37,3221.6542,3380.0906,3731.5757,4840.7431,3209.9819,4735.1312,5179.9066,6493.0069,4393.0427,4455.4561,8347.8051,7132.9549,7538.0659,8375.0497,16197.8739,8803.8969,5677.858,7464.0764,8940.2387,9696.88,8152.8004,7969.3176,10131.168,9613.705,11641.4883,12638.7219,14639.6889,17204.6817,18765.504,25118.9459,20395.9411,19886.0783,19224.4249,23020.825,28947.8092,29013.9034,25762.3005,26826.1227,23396.3535,19556.7668,19343.0745,14646.588,12458.435,11989.455,11003.08,6900.3,8699.207,10753.653,14731.707,17662.19,18398.238,19938.597,19263.044,24058.944,27892.8,30078.196,27773.592,34627.126,42359.031,40512.536,37997.003,39422.096,42615.685,49224.214,58244.956,59178.924,55577.17,58532.94,56343.6735,61405.232,71350.035,81427.496,86120.949,89611.392,85468.22,80182.752,79071.47,80903.744,84531.203,84298.767,76891.236,80838.468,80027.136,66743.755,74409.244,78812.787
STT US  EQUITY,HISTORICAL_MARKET_CAP,3046.7969,3301.3199,3707.46,4052.3499,4106.3669,4597.8604,5244.5772,5565.2626,7426.5477,9799.2374,9358.6447,10961.9425,11200.6892,8758.4271,11266.6327,13246.6915,13751.6932,10334.1838,11660.0444,15543.5937,17091.1234,20989.6835,20086.1233,15195.8064,16173.8269,14804.153,16911.7575,18012.1789,14484.8115,12532.4976,12672.153,10513.6855,13114.9598,15002.865,17419.4059,17485.7053,16456.7451,14374.0505,14374.0505,14483.4304,15956.2267,16048.0103,18496.17,20091.8268,19206.3548,20662.2,22419.6187,21739.165,23031.5112,26227.559,31366.2608,30835.122,26849.948,24546.3342,16973.1635,13370.2066,23315.4643,25996.1231,21549.415,22629.5222,16958.2747,18889.9374,23246.2033,22631.4859,22495.1108,15857.516,19648.056,22280.9428,21374.6183,19671.9763,21561.7034,26920.9422,29239.8262,29015.3603,31860.6969,29937.1499,28583.4991,30911.164,32592.8194,30243.6657,31397.0671,27138.9055,26520.9064,23148.3609,21009.9338,26847.2601,29684.31,29961.9701,33568.5887,35430.1192,35886.3026,36442.0598,34054.8917,31793.6309,23963.2399,
SRCL US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,91.2318,115,80.0638,82.949,98.7741,153.1676,153.1676,153.1676,214.6,175.2143,175.2143,198.4813,198.4813,277.1834,368.9651,355.8523,355.8523,579.838,579.838,726.9569,653.8059,1128.7122,1171.0794,1332.7044,1280.4233,1309.3096,1528.2936,1601.645,1986.4982,1955.2823,2078.6352,2334.324,2072.2014,2055.4353,1951.123,2224.6519,2530.6543,2599.5356,2991.0116,2879.43,3098.9942,3341.0234,3566.8036,3891.7701,4971.2641,5192.1928,4436.2033,4422.0934,5040.3192,4439.9699,4050.2975,4381.7987,4083.3719,4673.7268,4613.5375,5599.2371,5938.2956,6897.814,7599.2092,7668.5763,6877.0294,6599.53,7108.9074,7835.8588,7774.7368,8020.9497,9154.6278,9488.2056,9888.9627,9932.5393,9658.7036,10036.5327,9881.2592,11126.5314,11965.7863,11358.6786,11833.2887,10233.2216,10704.6752,8846.5846,6816.7885,6560.164,7067.348,6498.8541,6112.9347,5813.145,5133.081,5595.353,5316.408,3327.783,
SYK US  EQUITY,HISTORICAL_MARKET_CAP,1859.8444,2261.8254,2549.0851,2388.8402,2199.2879,2914.3527,2894.5887,2389.8655,3348.314,4196.3592,3578.1977,4509.75,3695.7044,3326.421,5313.5313,4882.3502,5826.1126,4954.0126,6767.5498,6793.6501,8535.6253,8394.2813,9912.6549,10246.2253,10761.5698,10400.1403,11481.3788,11903.1092,10568.225,11393.2802,13296.4724,13627.025,13790.7562,15009.2832,16976.4967,17714.8535,22071.4993,19328.16,19420.625,17982.291,19190.46,19964.777,18003.036,18006.474,17117.715,20178.171,22479.369,27131.512,25847.973,28212.228,30709.92,26787.59,25919.136,25150.51,15836.18,13517.284,15796.65,18067.511,20042.223,22699.174,19868.814,19869.85,20996.7,23590.4,22789.327,18050.79,18939.51,21137.88,20993.1,21150.8,20831.6,24660.72,24449.04,25549.02,28402.92,30795.66,31922.1179,30523.5,35656.74,34870.5,36029.89,35381.6,34666.62,40126.46,44816.42,43537.34,44928.75,49237.1,51903.72,53115.48,58009.5766,60137.5635,63152.0348,66485.597,58415.1817,
