,Dates,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
ROST US  EQUITY,PX_TO_BOOK_RATIO,-0.049130439,-0.197594176,-0.294488907,-0.226268358,-0.07829509,0.066336231,0.506754953,0.353100923,0.535917056,0.898139637,0.850787552,1.100738509,0.726530718,0.69888458,0.733489756,0.907472547,0.921764127,0.689830466,0.487509501,0.531737197,0.788286517,0.467784516,0.199668472,0.459742373,0.284815797,0.346154938,0.193154269,0.353522849,0.433458484,0.201379429,-0.025829031,0.008778213,0.224252895,0.396187943,0.600073751,0.510801201,0.784072099,0.838187351,0.928347879,0.68581912,0.824218544,0.807866357,0.741983513,0.740347407,0.729762977,0.884905039,0.935542973,1.047660773,1.056977674,1.319449174,1.360308726,0.79787651,0.587006316,0.700253637,0.687706489,0.892955121,0.608186305,0.470706726,0.564473254,0.31115697,0.286153562,0.130245581,0.085360335,0.04837776,0.115907563,0.027624325,0.202044482,0.154407899,0.116615451,0.076804084,0.148424371,0.193811673,0.020178095,0.120249389,0.198805306,0.170166547
RCL US  EQUITY,PX_TO_BOOK_RATIO,-0.549006074,-0.626619488,-0.518776258,-0.5601097,-0.728399964,-0.737032221,-0.861124715,-0.847981568,-0.812270454,-0.83102171,-0.796086269,-0.844078755,-0.849669554,-0.731524451,-0.696719514,-0.675005083,-0.516520806,-0.564253973,-0.553291355,-0.421243458,-0.584157292,-0.496515898,-0.633058927,-0.61562239,-0.641362632,-0.699882118,-0.70552452,-0.739741941,-0.699447779,-0.702563096,-0.768573491,-0.733503438,-0.741212868,-0.777560621,-0.813631925,-0.795116116,-0.775668513,-0.833226334,-0.797710613,-0.852287696,-0.742602169,-0.792167707,-0.766256997,-0.649728559,-0.696578567,-0.724406938,-0.728831351,-0.754179487,-0.70601765,-0.742546669,-0.758571102,-0.701103695,-0.656065504,-0.709227411,-0.66542096,-0.729990294,-0.654398524,-0.681829174,-0.599122214,-0.412282723,-0.396501203,-0.361506123,-0.308177812,-0.281916052,-0.339561565,-0.336919032,-0.389327366,-0.362218173,-0.350101328,-0.350945314,-0.352609289,-0.343610012,-0.290691942,-0.339182878,-0.340310259,-0.353500562
SPGI US  EQUITY,PX_TO_BOOK_RATIO,-0.074745096,0.087041672,0.074975828,0.144174566,0.580280901,0.552844975,0.51852042,0.452261253,0.646925082,0.628962216,0.741624152,0.648399522,0.640051048,0.470478536,0.283381109,0.380422603,0.463024385,0.476278802,0.376240513,0.31051281,0.595303936,0.388654969,0.369429897,0.474708029,0.939069218,1.079196326,0.983925285,1.289067638,1.625113683,1.881829337,1.292944699,1.170940149,1.008262969,1.120594881,0.750462993,0.905957615,0.972806748,1.33714056,0.436674327,0.804883724,0.695616057,0.451711094,0.422891309,0.363426513,0.35149699,0.450304827,0.541185168,1.062248989,0.730865381,0.877726639,1.143799428,3.751771017,1.688494204,1.574519221,2.494415625,2.643528145,2.09221381,2.31052916,2.032587028,4.510882891,4.178994339,2.146427569,1.849948584,5.501256677,5.20387184,3.366320472,4.717111376,2.314973936,2.279119414,2.220771151,3.179479518,3.373108192,5.438518637,4.459704233,2.669141304,4.008216156
CRM US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.604572416,2.855888482,3.248999275,3.57178412,4.14370039,3.898627866,4.112014996,3.917208124,4.063640103,3.825298768,4.083745057,4.068754731,3.864759537,3.835726151,4.148516296,4.245105908,2.855500446,1.674026264,1.512927676,1.78185879,2.408184331,3.313241269,2.212709519,2.607267337,3.292498026,3.630236213,3.085177343,3.469095948,2.25553346,1.524907821,2.087750295,1.953423159,2.114388562,1.935378611,1.344987403,1.101626546,1.288987394,1.701691592,1.470097372,1.560674991,1.336587075,0.444801527,0.447122215,0.324172557,0.225670302,0.16002007,0.16297318,0.075992341,0.082853551,-0.01669082,0.020675832,0.061851537,0.089911175,0.047445228,-0.041355818,0.057922084,0.040591246,-0.00036449
SBAC US  EQUITY,PX_TO_BOOK_RATIO,0.419729973,0.713141598,-0.072372465,-0.042782406,-0.554457313,-0.295775738,-0.528367686,-0.584866119,-0.925086081,-0.963244998,-0.932481627,-0.954290723,-0.912231645,-0.427776571,-0.355437429,0.789341401,4.260227766,3.787504293,4.010994765,4.658981518,4.112261543,4.532773187,4.164188958,3.898627866,4.112014996,1.27026989,1.205667116,1.573314292,3.221281167,3.687936372,3.309979339,2.589970829,2.351519682,4.245105908,1.825131927,0.274222918,0.825796987,0.791177967,0.87992023,1.642542593,1.659005362,2.635702224,3.576835414,3.790274551,4.28406503,4.15873191,4.145521783,4.096808842,4.171409185,3.009259664,3.96746507,2.614243415,1.757530997,3.922932102,3.678404597,3.998431194,4.401470552,4.162531131,4.258845404,4.7825779,4.941104301,5.319945296,5.480561911,4.308549319,5.20387184,4.235382159,5.137743866,5.254935943,5.16083321,5.183018676,5.198170854,5.205878907,3.416569429,4.60305084,4.767080671,5.19397085
SCG US  EQUITY,PX_TO_BOOK_RATIO,-0.665954952,-0.668854179,-0.570399442,-0.631691669,-0.840731252,-0.815895082,-0.82250437,-0.844832534,-0.871921318,-0.849405381,-0.741056985,-0.763150753,-0.744021966,-0.771910014,-0.801287286,-0.855756873,-0.793552456,-0.835717246,-0.776614576,-0.68455503,-0.813945406,-0.669811871,-0.739303698,-0.769397938,-0.74362885,-0.78250464,-0.75819085,-0.818601941,-0.761744196,-0.800224578,-0.804062206,-0.768217277,-0.73380721,-0.67321888,-0.656627579,-0.57504738,-0.554141517,-0.648823102,-0.689258877,-0.720355702,-0.700332213,-0.646369758,-0.661214452,-0.68143824,-0.683485642,-0.679185106,-0.56059278,-0.587644665,-0.588211091,-0.573465235,-0.600231013,-0.607922673,-0.55633269,-0.606712061,-0.607523181,-0.703841386,-0.650950964,-0.667823821,-0.661538099,-0.467925215,-0.472296612,-0.418328354,-0.368093046,-0.3410462,-0.369522391,-0.3311618,-0.393121081,-0.371209616,-0.394872266,-0.410664192,-0.449014851,-0.425542065,-0.345990226,-0.394211349,-0.419233163,-0.3897893
SLB US  EQUITY,PX_TO_BOOK_RATIO,-0.000677473,0.027595674,0.032463623,0.063821519,-0.022805711,-0.144340268,-0.130527946,-0.103337806,-0.060981462,-0.15377739,-0.167018632,0.416974657,0.360149664,0.450974857,0.454931796,0.565500442,0.829173022,0.842301851,0.901568343,0.537375234,0.849902923,0.657831248,0.767446667,0.930988912,3.284694407,1.281621506,1.018636383,0.884101993,0.778094596,0.925289913,1.221803727,1.035638177,0.760190482,0.986134865,0.562663679,0.055606291,0.026632394,0.216700076,0.135398102,0.266556648,0.112046867,0.034444796,-0.208623732,-0.030758181,0.009243837,-0.057332115,-0.225153582,-0.224504293,-0.292929716,-0.302207824,-0.271933952,-0.326543527,-0.340855987,-0.392793897,-0.313322359,-0.369163916,-0.336613358,-0.230941419,-0.323947752,-0.354686906,-0.357463466,-0.312625369,-0.318712061,-0.299816729,-0.32259883,-0.301160859,-0.34016841,-0.309261119,-0.329985599,-0.364337927,-0.356507517,-0.337347895,-0.289000565,-0.31288793,-0.347365506,-0.385297425
STX US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.194505133,0.03170615,0.383818719,1.141423976,0.19941382,-0.155602864,-0.336318216,-0.329300677,-0.24466623,-0.063375435,-0.280922643,-0.515233965,-0.434661522,-0.320942392,-0.555005321,-0.528547307,-0.401144346,-0.504236867,-0.595138698,-0.530259411,-0.53922894,-0.546276832,-0.541351404,-0.702538239,-0.795116116,-0.435596784,-0.061184304,0.226859708,-0.027454975,-0.093243861,-0.385034334,-0.535793282,-0.474661322,-0.507649695,-0.411112255,-0.501338368,-0.480357003,-0.337785224,-0.365369182,-0.250424346,-0.201001608,-0.238002866,-0.124047597,-0.205576339,0.34520807,0.196602276,0.158447473,0.155712042,-0.00079673,-0.248421109,-0.218745498,-0.20260514,-0.159712343,-0.173924687,-0.230947548,-0.017793702,-0.044147551,0.013574601,0.049661215,0.033880116,0.19719205,0.112822325,0.080387397,-0.057790579,-0.0994527
SEE US  EQUITY,PX_TO_BOOK_RATIO,0.350302273,0.323609536,0.05258299,-0.229448393,-0.047222462,-0.053804452,0.080376006,0.009000545,0.112654654,0.037058608,-0.549773686,0.277789805,0.370405745,0.258610945,0.133785933,0.141504716,-0.046617044,0.012402228,-0.172330522,-0.195386738,-0.17933751,-0.247162427,-0.329253296,-0.221812823,-0.262342746,-0.327901153,-0.323949372,-0.270088449,-0.363265943,-0.440128169,-0.568822724,-0.617266744,-0.516688327,-0.600307688,-0.495528347,-0.53396841,-0.487604018,-0.496053358,-0.564972803,-0.561039262,-0.580119183,-0.537756602,-0.568547289,-0.539505838,-0.538180414,-0.591667737,-0.594203861,-0.634064256,-0.603974267,-0.652037095,-0.494435412,-0.353574694,-0.213644969,-0.183606871,-0.146952138,0.082457942,0.026620742,0.106567548,0.182333045,0.16224592,0.160521121,0.225837712,0.897255753,0.419406143,0.569936763,0.346706835,0.654095949,0.44930311,0.431538444,1.333502946,0.249810117,2.984183497,1.56909383,2.148570365,2.219569507,2.605436522
SRE US  EQUITY,PX_TO_BOOK_RATIO,-0.621818636,-0.61942578,-0.527750487,-0.555828084,-0.679566464,-0.629847579,-0.633779914,-0.686696281,-0.718097936,-0.718737958,-0.650597888,-0.63918998,-0.575244717,-0.580381377,-0.612784133,-0.745978002,-0.698111793,-0.697546568,-0.639039934,-0.634117454,-0.696545615,-0.609276312,-0.616421122,-0.665496469,-0.649827688,-0.693236393,-0.674446799,-0.684404793,-0.626674689,-0.659211872,-0.680882021,-0.652493091,-0.641936095,-0.547880764,-0.589933545,-0.555630499,-0.461481301,-0.543621865,-0.623918152,-0.631892393,-0.66684609,-0.625237215,-0.620420151,-0.659024451,-0.651292792,-0.663618417,-0.563035002,-0.605307026,-0.582856247,-0.529078645,-0.583865623,-0.546592526,-0.499231071,-0.530903319,-0.512322661,-0.576213777,-0.525304213,-0.517104848,-0.496052224,-0.397594589,-0.396396262,-0.366139297,-0.331588759,-0.321892476,-0.347445653,-0.307738328,-0.367983927,-0.36384628,-0.364270607,-0.376642389,-0.375720211,-0.361301947,-0.302328109,-0.327981196,-0.353543962,-0.34337549
SHW US  EQUITY,PX_TO_BOOK_RATIO,-0.477258413,-0.494473755,-0.574040415,-0.343659461,-0.321323619,-0.451123056,-0.367705459,-0.33246423,-0.214627628,-0.044951117,-0.119716063,-0.005010437,0.034643572,-0.166753025,-0.160442722,-0.080537292,0.015409628,0.082988516,0.100580819,-0.061170978,0.175572984,0.041222251,-0.092103526,-0.069719196,-0.137900467,-0.154932699,0.264375515,0.469785648,0.14833385,0.333405081,0.407820169,0.287343106,0.258585117,0.056565179,0.399429938,0.866001248,0.685139255,0.563055579,0.536303523,0.835031359,0.827803782,0.918176017,0.861772772,0.884190811,0.72556391,0.607630948,0.609475802,0.857175567,0.912906882,1.528738998,1.49007298,1.341738486,1.038748768,1.217937362,1.052978847,1.404060391,1.487692542,1.860442984,2.194072422,1.98153388,4.580667079,2.012778335,0.92969122,0.98824227,1.172272052,0.673508915,0.669733641,0.386785111,0.415676816,0.497233202,0.418181739,0.181766651,0.029461593,0.116442282,0.144467629,0.177428299
SPG US  EQUITY,PX_TO_BOOK_RATIO,-0.645493653,-0.650467969,-0.570296879,-0.620156247,-0.755664149,-0.689558031,-0.688672179,-0.686935882,-0.675814228,-0.577782425,-0.448761028,-0.523854615,-0.436538695,-0.436254616,-0.364327137,-0.468853813,-0.241284768,-0.331106589,-0.247635364,-0.271637381,-0.228137703,-0.085701932,-0.025412784,0.014342482,0.067675197,0.221754158,0.383712552,0.51668525,0.631852182,0.386551548,0.520566345,0.403887304,0.709101679,0.68274365,1.116886978,0.401160264,-0.093817948,0.011458742,0.169339836,0.350400894,0.330782238,0.354641543,0.437489814,0.383961689,0.404597696,0.572424892,0.671905103,0.763749504,0.387390414,0.696029212,0.753573924,0.690363869,0.438928245,0.537471553,0.358284028,0.507026744,0.508354212,0.879066302,0.88488876,0.401566471,0.414619388,0.297589918,0.307263341,0.207009347,0.32686019,0.261568329,0.440593268,0.301688004,0.30317872,0.427066565,0.477609825,0.401063762,0.170172305,0.408801102,0.455605776,0.575703369
SWKS US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.854085627,-0.806828287,-0.625521302,-0.737250961,-0.734406151,-0.639990774,-0.458831084,-0.216068135,-0.462439611,-0.396831609,-0.44251562,-0.708088421,-0.563324907,-0.642999755,-0.777224015,-0.654477507,-0.758795569,-0.725561007,-0.653759337,-0.723981759,-0.633285189,-0.548445333,-0.580297872,-0.585796428,-0.409483928,-0.46845379,-0.573010063,-0.352742512,-0.330638821,-0.233761588,-0.273461334,-0.238410148,-0.116654729,0.000201589,0.127628274,0.189774575,-0.162739108,-0.2819963,-0.430891214,-0.196217995,-0.172656501,-0.318373217,-0.425181785,-0.423563625,-0.456841119,-0.426624524,-0.442685414,-0.307666465,-0.188257378,-0.012035886,-0.072491409,0.02811527,-0.002133017,-0.11845978,-0.204985261,-0.211569432,-0.254749991,-0.230674214,-0.241644396,-0.18838573,-0.194487637,-0.184110378,-0.212364602,-0.201307534,-0.215575785,-0.252075832,-0.284380428
SLG US  EQUITY,PX_TO_BOOK_RATIO,-0.626762816,-0.607944705,-0.540963971,-0.598540322,-0.743989668,-0.709868347,-0.700238905,-0.753168273,-0.76825003,-0.694366944,-0.632082042,-0.676613879,-0.663217991,-0.642776445,-0.66694933,-0.691880961,-0.592561056,-0.650641917,-0.557060523,-0.506057822,-0.596809194,-0.476111017,-0.495387191,-0.431229033,-0.253460399,-0.11581273,-0.273223195,-0.337625337,-0.501286158,-0.590160257,-0.623118822,-0.722194107,-0.679373915,-0.627737403,-0.718415987,-0.795116116,-0.776442667,-0.833226334,-0.76673541,-0.786837219,-0.716429932,-0.67373511,-0.694783604,-0.691317149,-0.653858889,-0.657464145,-0.649855996,-0.668830041,-0.623260976,-0.625774125,-0.649751155,-0.649183454,-0.587457753,-0.624907043,-0.60485309,-0.698987539,-0.64241615,-0.655800148,-0.64951571,-0.466168313,-0.441043527,-0.402747565,-0.364213788,-0.340377557,-0.394859951,-0.352067457,-0.413508504,-0.390619609,-0.400128504,-0.41747464,-0.426707441,-0.396504496,-0.331314668,-0.371937518,-0.398710402,-0.398466026
SNA US  EQUITY,PX_TO_BOOK_RATIO,-0.556669554,-0.550601166,-0.513699408,-0.526729723,-0.593716315,-0.666712837,-0.65838405,-0.500081812,-0.533651651,-0.577149959,-0.575168193,-0.509573202,-0.559163581,-0.570232781,-0.623534477,-0.619366085,-0.635460561,-0.632463759,-0.676417519,-0.594559767,-0.708088421,-0.577035953,-0.578227417,-0.521675142,-0.519901006,-0.484273257,-0.418205524,-0.455568339,-0.458219077,-0.46004193,-0.505957,-0.543499836,-0.470548005,-0.338173069,-0.364611816,-0.402873274,-0.47029474,-0.495752292,-0.521746215,-0.458801246,-0.453273462,-0.402073138,-0.360611217,-0.352130451,-0.337383344,-0.342178374,-0.435184678,-0.437961747,-0.405543699,-0.372423285,-0.341069949,-0.31965823,-0.344814876,-0.328304513,-0.316051349,-0.331451433,-0.336129859,-0.340557242,-0.321099241,-0.278856415,-0.252246654,-0.203009753,-0.216233317,-0.212640433,-0.245888783,-0.244782556,-0.283262688,-0.243386404,-0.269160571,-0.295944288,-0.316888793,-0.283287764,-0.275910408,-0.289465208,-0.291075507,-0.303342412
SO US  EQUITY,PX_TO_BOOK_RATIO,-0.696000355,-0.697113702,-0.59646744,-0.666526565,-0.845109183,-0.7233564,-0.706201135,-0.729310921,-0.758928475,-0.701619218,-0.567629935,-0.628490704,-0.590977346,-0.608530156,-0.682123854,-0.747734121,-0.707558272,-0.765256037,-0.708494712,-0.612845293,-0.721397565,-0.60093327,-0.649906014,-0.662990751,-0.663628113,-0.691368406,-0.663158637,-0.688313093,-0.660922799,-0.698974739,-0.694194378,-0.646821342,-0.59999345,-0.562251759,-0.525823391,-0.399796509,-0.418247806,-0.516654909,-0.595870953,-0.621458259,-0.615971563,-0.54738242,-0.566138906,-0.572996962,-0.576001181,-0.552328664,-0.431490817,-0.456490458,-0.489783966,-0.465347533,-0.49873168,-0.519000335,-0.476335818,-0.523209694,-0.543480266,-0.630629202,-0.578762417,-0.594947,-0.584544544,-0.432918132,-0.437780842,-0.389297416,-0.345778853,-0.323666749,-0.348698325,-0.320005541,-0.384213439,-0.368281702,-0.377251922,-0.386998836,-0.390501655,-0.373457058,-0.315414027,-0.345665097,-0.379567126,-0.359333992
LUV US  EQUITY,PX_TO_BOOK_RATIO,-0.120516795,-0.181557773,-0.089654266,0.170072107,0.177974009,0.068307803,-0.004685143,0.061609943,0.076538059,0.013573046,-0.047914154,-0.066283823,0.033846983,0.011494734,-0.017876617,-0.219356379,-0.335164029,-0.233586608,-0.426042663,-0.330120587,-0.502125318,-0.49033946,-0.532464732,-0.46764775,-0.432299603,-0.498822006,-0.446708133,-0.54472872,-0.565571817,-0.579039586,-0.58367238,-0.709313086,-0.633506613,-0.635322984,-0.483957063,-0.4476111,-0.507374707,-0.610544647,-0.533458231,-0.505156845,-0.437139891,-0.46296289,-0.470359372,-0.535457104,-0.575534618,-0.617491545,-0.598508277,-0.656421674,-0.662460286,-0.649215454,-0.700317099,-0.645077777,-0.548824451,-0.599482706,-0.563800443,-0.575714116,-0.460136917,-0.441801026,-0.295755879,-0.187268371,-0.200253579,-0.282571723,-0.224912563,-0.222970177,-0.236261285,-0.266534406,-0.300653077,-0.247433224,-0.237251489,-0.202827582,-0.244349932,-0.253803363,-0.243104473,-0.286542296,-0.277800887,-0.3023546
SWK US  EQUITY,PX_TO_BOOK_RATIO,-0.387331381,-0.40742783,-0.387102951,-0.29928446,-0.20436525,-0.107099473,-0.094993055,-0.002774103,-0.074804301,-0.108619336,-0.147089362,-0.173559382,-0.429518756,-0.232781541,-0.277125305,-0.15840619,-0.043377136,-0.125685064,-0.202091247,-0.269565021,-0.302159544,-0.319695151,-0.382271041,-0.40150367,-0.347052916,-0.398884677,-0.394994241,-0.455422234,-0.373013227,-0.332445151,-0.437269165,-0.532873848,-0.465531269,-0.475993786,-0.504253619,-0.479459776,-0.435398284,-0.452527744,-0.43748904,-0.404980911,-0.350771507,-0.604067792,-0.569547694,-0.580381851,-0.52377528,-0.55812092,-0.569873224,-0.518532295,-0.492055718,-0.533473894,-0.505458732,-0.50454121,-0.464712674,-0.514388554,-0.477513315,-0.588586327,-0.566885152,-0.569808616,-0.53343892,-0.413461266,-0.388955052,-0.302483522,-0.294556406,-0.276177306,-0.305132443,-0.277960616,-0.297845728,-0.308490616,-0.303684498,-0.29985554,-0.29286298,-0.274066199,-0.259721512,-0.299399731,-0.303935112,-0.305698476
SBUX US  EQUITY,PX_TO_BOOK_RATIO,0.513726445,0.360340731,0.276237871,0.446485755,2.802845848,0.74818703,0.348795604,0.371892439,0.603897067,0.91365613,0.81606445,0.657307729,1.157535038,0.657287868,0.821559885,0.933000525,1.007797346,1.330819002,1.372321758,1.372231392,1.432753038,1.190169055,1.671085301,1.95685717,2.05612869,2.474403346,2.419567826,2.290688268,1.920482911,1.214686004,1.278454837,0.828482658,0.50696475,0.323884878,0.402201055,0.019267201,0.20818131,0.352782134,0.648107053,0.720503336,0.550736589,0.660159841,0.700262912,0.674012958,0.781259873,0.843212863,0.836205591,0.892975383,0.849436918,0.921000851,0.941507386,0.884401744,0.606937277,0.840772844,1.480998341,1.643302675,1.241128924,1.385975469,1.158848417,0.448129819,0.455546047,0.477098272,0.462528421,0.321247255,0.569207113,0.295405693,0.447118458,0.406402805,0.463991732,0.527275268,0.544683211,0.39072188,0.315694327,0.473758465,3.200605404,4.220882709
STT US  EQUITY,PX_TO_BOOK_RATIO,0.046691577,0.14059254,0.201264598,0.20846116,0.146189522,0.056634848,0.13109471,0.105627956,0.121373676,-0.009996844,-0.012861254,-0.159466503,-0.314461464,-0.244224814,-0.183514615,-0.193914066,-0.23215057,-0.285786273,-0.397106444,-0.329541546,-0.403662302,-0.343463119,-0.352169518,-0.284352789,-0.260107256,-0.241363041,-0.244791137,-0.243899185,-0.305644244,-0.301281408,-0.476028729,-0.325444991,-0.216400832,-0.44654765,-0.420595859,-0.39659501,-0.483236999,-0.293521623,-0.390718025,-0.585083136,-0.587253806,-0.649098917,-0.702935053,-0.648238625,-0.666426931,-0.67746553,-0.657365829,-0.656868823,-0.627317676,-0.642731105,-0.704443778,-0.663234561,-0.577121736,-0.585267185,-0.577052732,-0.640027581,-0.632662078,-0.681985036,-0.620381316,-0.46390944,-0.454313686,-0.391048415,-0.366894741,-0.345495045,-0.400994172,-0.369022479,-0.418561733,-0.379819157,-0.389270921,-0.397964038,-0.398138999,-0.374862311,-0.308919817,-0.353825599,-0.390702376,-0.400328184
SRCL US  EQUITY,PX_TO_BOOK_RATIO,-0.141358416,-0.195368043,-0.202815021,0.160324156,0.781558923,0.559635944,0.689000453,0.623335926,0.539071499,1.022229417,1.138372097,0.874781115,1.098388321,0.692828834,0.951060186,0.823607143,0.712263089,0.839716884,0.512166144,0.27400271,0.442618484,0.397677095,0.55680577,0.607682688,0.610273342,0.678081941,0.699992738,0.769409819,0.815624955,0.832154286,1.362123162,1.360226241,1.216986497,1.132853435,1.702378956,1.801628856,1.471957092,1.454599505,0.999852824,1.168222537,0.835870568,1.192308985,1.102648112,1.119406033,0.964006786,0.909401456,0.897810642,0.628431227,0.410084751,0.647464423,0.538788787,0.422372801,0.301147187,0.402744673,0.302899275,0.364028621,0.229396141,0.256440411,0.195674964,0.008675262,-0.004826397,-0.063046077,-0.046635971,-0.142095971,-0.136938564,-0.200650699,-0.276600925,-0.274829655,-0.279500494,-0.289065355,-0.312242741,-0.322757877,-0.291060739,-0.31422267,-0.373002883,-0.390596903
SYK US  EQUITY,PX_TO_BOOK_RATIO,0.795601766,1.214083376,0.848810777,1.276308666,2.452148705,2.034152378,2.346102934,2.112897278,2.034419074,1.733626887,2.248427715,2.438996387,2.392446802,1.612216407,1.595212549,1.663503312,1.440110369,1.986108244,1.463135156,0.857036701,0.985787635,0.7671639,0.818894808,0.509616451,0.295784602,0.282248213,0.42995874,0.511023694,0.62203859,0.399159286,0.4295059,0.569905557,0.299265046,0.192945595,0.404185773,0.116517923,-0.026446745,-0.019852174,-0.081620948,-0.006133049,0.039445797,-0.020212147,-0.148784681,-0.16582393,-0.144926089,-0.187808716,-0.220391249,-0.287552214,-0.303430773,-0.253805822,-0.293895795,-0.335978934,-0.283052299,-0.299961904,-0.301032088,-0.287861989,-0.248595465,-0.223103765,-0.218343425,-0.202611251,-0.215345881,-0.197787748,-0.187521395,-0.210497617,-0.192081981,-0.176204527,-0.177334584,-0.178516694,-0.165947168,-0.143025001,-0.141460583,-0.121612485,-0.113962104,-0.078120058,-0.086555178,-0.14395763
STI US  EQUITY,PX_TO_BOOK_RATIO,-0.476535802,-0.546251962,-0.482930623,-0.475932298,-0.497259474,-0.525385583,-0.457417148,-0.576993535,-0.600568366,-0.54261733,-0.449609082,-0.555386842,-0.556524881,-0.57520267,-0.597030744,-0.610199999,-0.615943043,-0.676825135,-0.58505445,-0.625096595,-0.72439623,-0.645526505,-0.717259478,-0.706068499,-0.685804174,-0.691332483,-0.689650542,-0.699088314,-0.677334043,-0.659341182,-0.727655166,-0.78759006,-0.743670045,-0.77323972,-0.735080134,-0.738157504,-0.776442667,-0.833226334,-0.81949535,-0.886850249,-0.804698491,-0.778291408,-0.821464543,-0.78437324,-0.766125621,-0.795844763,-0.744577578,-0.777685518,-0.726483121,-0.754647169,-0.761171475,-0.735708689,-0.67808317,-0.719286605,-0.686860219,-0.78504814,-0.730392,-0.768310559,-0.743977335,-0.5326905,-0.511820889,-0.439867187,-0.403879704,-0.369392448,-0.428436739,-0.381175481,-0.454973807,-0.410170302,-0.41975312,-0.441490029,-0.444344933,-0.410090762,-0.329004391,-0.375936107,-0.399756707,-0.409258538
SIVB US  EQUITY,PX_TO_BOOK_RATIO,0.013584585,0.147889309,0.157094297,-0.206419119,-0.427461737,-0.500224575,-0.495853658,-0.404549716,-0.363134534,-0.380832592,-0.52725314,-0.550437837,-0.511766548,-0.305074623,-0.257319863,-0.04824183,-0.214897084,0.024159661,-0.117599058,-0.083936458,0.010441018,0.003549213,-0.010728264,-0.111492598,-0.072832804,-0.120698236,-0.200767306,-0.250839157,-0.267052956,-0.222919463,-0.346012469,-0.292712848,-0.335573912,-0.240488716,-0.04758111,-0.485571728,-0.52365178,-0.516740928,-0.374074633,-0.481525388,-0.446820034,-0.468384328,-0.526122698,-0.441656047,-0.431308317,-0.440465719,-0.559188502,-0.541392755,-0.457121738,-0.494540669,-0.52221983,-0.556333946,-0.477759458,-0.429427051,-0.437815346,-0.40490155,-0.32494631,-0.474621201,-0.480678647,-0.399667951,-0.38762899,-0.323286316,-0.331433047,-0.315969458,-0.375598498,-0.350842293,-0.400147041,-0.321234077,-0.323713951,-0.348921203,-0.347533637,-0.302773501,-0.266258113,-0.266025591,-0.282903813,-0.346051926
SYMC US  EQUITY,PX_TO_BOOK_RATIO,0.226697768,-0.050318983,-0.219019914,-0.547992311,-0.497295067,-0.503886065,-0.514018585,-0.156631777,0.011535275,-0.157361362,0.053004276,0.102029454,0.043654982,-0.082014341,0.228388963,0.1655764,0.511115549,0.376340626,0.745461956,0.109737736,-0.003073513,-0.051780029,-0.683600186,-0.773448276,-0.755700496,-0.817744942,-0.692331481,-0.763520477,-0.792643749,-0.742196653,-0.762980338,-0.81892135,-0.728278562,-0.62632911,-0.622100965,-0.651218103,-0.031687168,-0.011293284,-0.130087123,-0.147798069,-0.246548639,-0.340408895,-0.346939013,-0.346753733,-0.308019033,-0.268477949,-0.300770882,-0.419740451,-0.417273357,-0.50826904,-0.452490269,-0.445174648,-0.364765339,-0.427481537,-0.402201046,-0.494578742,-0.5490167,-0.514277058,-0.485412201,-0.386660332,-0.402120271,-0.354037262,-0.34152047,-0.313384389,-0.337172447,-0.25240349,-0.228731832,-0.242200498,-0.149255957,-0.15049747,-0.092032645,-0.270161281,-0.2539437,-0.329090664,-0.348107856,-0.340338636
